Original Image Patch,Binary Mask Image Patch
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch103.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch103.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0997_original_patch101.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0997_binarymask_patch101.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch521.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch521.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch165.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch165.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch164.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch164.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch113.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch113.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch158.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch158.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0034_original_patch128.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0034_binarymask_patch128.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch192.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch192.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch543.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch543.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch307.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch307.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch107.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch107.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch85.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch85.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch66.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch66.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch197.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch197.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch331.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch331.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch82.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch82.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch348.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch348.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch18.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch18.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch28.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch28.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0051_original_patch194.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0051_binarymask_patch194.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch243.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch243.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch225.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch225.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch200.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch200.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0552_original_patch8.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0552_binarymask_patch8.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch120.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch120.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch466.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch466.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0997_original_patch54.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0997_binarymask_patch54.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch439.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch439.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch6.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch6.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch530.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch530.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0144_original_patch107.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0144_binarymask_patch107.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch219.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch219.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch193.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch193.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch145.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch145.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch52.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch52.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch152.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch152.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch148.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch148.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch66.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch66.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch177.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch177.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0034_original_patch35.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0034_binarymask_patch35.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0443_original_patch73.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0443_binarymask_patch73.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch115.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch115.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch219.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch219.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0997_original_patch61.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0997_binarymask_patch61.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch479.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch479.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch63.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch63.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch127.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch127.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch43.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch43.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch179.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch179.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0138_original_patch10.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0138_binarymask_patch10.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch48.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch48.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch103.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch103.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch47.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch47.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0034_original_patch135.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0034_binarymask_patch135.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0552_original_patch39.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0552_binarymask_patch39.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch132.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch132.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch243.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch243.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0443_original_patch68.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0443_binarymask_patch68.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch48.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch48.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch79.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch79.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0144_original_patch33.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0144_binarymask_patch33.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch180.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch180.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0051_original_patch39.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0051_binarymask_patch39.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch0.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch0.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch666.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch666.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch430.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch430.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch249.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch249.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch58.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch58.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0366_original_patch67.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0366_binarymask_patch67.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch10.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch10.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch201.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch201.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0051_original_patch76.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0051_binarymask_patch76.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch40.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch40.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch262.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch262.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch288.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch288.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0491_original_patch33.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0491_binarymask_patch33.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch224.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch224.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch155.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch155.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch543.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch543.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch407.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch407.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch93.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch93.png
C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_original_patch99.png,C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_binarymask_patch99.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch87.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch87.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch621.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch621.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch190.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch190.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch178.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch178.png
C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_original_patch33.png,C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_binarymask_patch33.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch283.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch283.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch281.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch281.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0115_original_patch44.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0115_binarymask_patch44.png
C:/Users/User/Desktop/Edges/patched_images\DSC00888_original_patch35.png,C:/Users/User/Desktop/Edges/patched_images\DSC00888_binarymask_patch35.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0489_original_patch68.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0489_binarymask_patch68.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch274.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch274.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch31.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch31.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0997_original_patch177.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0997_binarymask_patch177.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch182.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch182.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch144.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch144.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0115_original_patch13.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0115_binarymask_patch13.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch134.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch134.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch105.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch105.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch39.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch39.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch125.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch125.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch101.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch101.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch2.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch2.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0081_original_patch12.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0081_binarymask_patch12.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch52.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch52.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0051_original_patch75.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0051_binarymask_patch75.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch17.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch17.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch159.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch159.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch157.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch157.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0022_original_patch213.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0022_binarymask_patch213.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5053_original_patch63.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5053_binarymask_patch63.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0138_original_patch26.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0138_binarymask_patch26.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5053_original_patch9.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5053_binarymask_patch9.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch102.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch102.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch179.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch179.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch141.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch141.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch79.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch79.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch80.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch80.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0115_original_patch37.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0115_binarymask_patch37.png
